chromosome,distance_bin_bp,mean_r2,median_r2,n_pairs
7,1887500,0.0404579006662948,0.0156940133833265,169
7,812500,0.0492356220338795,0.0130110027978861,191
7,387500,0.0474269240760862,0.0152368359949889,203
7,837500,0.0625872432381781,0.0143699917798704,178
7,1487500,0.0448817691809639,0.015399438162685,162
7,1562500,0.0351447856816817,0.00991563115657087,194
7,1762500,0.0424656084838104,0.0149587081638599,179
7,1812500,0.0376017811357762,0.0157093833679509,164
7,1312500,0.0610745823151355,0.0136243910380459,157
8,1337500,0.0332207851349372,0.0114751863767902,177
8,1937500,0.0495225346512972,0.0153623987240442,183
8,1412500,0.0375800948707266,0.013527855778814,178
8,1362500,0.0397491584773182,0.019097636134086,194
8,1787500,0.0369665195040128,0.0147279863567832,200
8,387500,0.0609427493798195,0.0174262817537673,181
8,1187500,0.0482381802688041,0.0108374384236453,189
8,537500,0.0573654410190037,0.0162324476687579,213
8,37500,0.0785372954356717,0.0176656855657781,223
8,787500,0.050548679017656,0.0171406543226168,191
8,287500,0.0412325534882139,0.0170490170766791,181
8,1962500,0.0380318030438908,0.0135902744598397,183
8,737500,0.0503146260934647,0.0125764411065,168
8,412500,0.0667197061544807,0.0187561269338389,189
8,1612500,0.0484208552941675,0.0194672570468137,172
8,1687500,0.0383094151053313,0.0120802777692149,176
8,937500,0.043010321841303,0.0130121172910053,162
8,1837500,0.039278981874734,0.0146441705023499,174
8,212500,0.0548995009655912,0.0180982192416449,210
8,637500,0.0577703248957992,0.0156531870860292,197
8,1387500,0.0374215891833617,0.00976296983279014,183
8,1662500,0.04088080322509,0.0163068783918307,181
8,1637500,0.0398824409017175,0.0123287018192352,185
8,312500,0.0528324752712439,0.0169705469845723,199
8,1562500,0.0341756098716304,0.0160083283594745,164
8,112500,0.0598066902932812,0.0175986328606406,189
8,862500,0.0493778742660407,0.0162891262568926,184
8,1162500,0.0404540572553705,0.0127221764868258,199
8,1062500,0.0419414604009004,0.0127042556384151,178
8,137500,0.056467658867688,0.0153038135242114,197
8,1437500,0.0470957885377651,0.0138183799054274,182
8,1862500,0.0444816497160254,0.015611143354212,149
8,987500,0.0377053130893826,0.0142045965557309,177
8,762500,0.0539044713117041,0.0144562074246649,185
8,512500,0.0452684292519055,0.0167559308527965,190
8,687500,0.0414358786751138,0.012302234835048,195
8,362500,0.0575371620345062,0.0245001187032607,218
8,1012500,0.0524944632141134,0.0114414524968605,179
8,837500,0.0516351742878328,0.0135750473202729,197
8,1262500,0.0378555576254398,0.0152206592934608,183
8,812500,0.045018091191429,0.0126989743926713,179
8,237500,0.065977705063401,0.0184773895216861,225
8,1712500,0.0492590648612145,0.0149210128261947,192
8,1912500,0.0371857133807814,0.0150284130935048,177
8,1487500,0.0476960383140975,0.0160844328526239,162
8,912500,0.0547986090403486,0.0228057401132259,203
8,337500,0.0494971852562344,0.0142723792178014,174
8,262500,0.0439560235454994,0.0165848969528523,192
8,1137500,0.0349893035259585,0.010811623471281,170
8,1812500,0.0532122425537116,0.0143239273051476,170
8,1037500,0.0489271215934563,0.013770988926994,186
8,1212500,0.0430034623885422,0.0156727142284564,202
8,612500,0.0400464900024431,0.0109585029552364,163
8,1312500,0.0349930869534993,0.0173157192045534,205
8,1287500,0.0343706609636048,0.0114523717649668,173
8,1462500,0.0429457528744342,0.0107231254287733,188
8,437500,0.0441282724361905,0.0137738519041369,186
8,1537500,0.0394611166748948,0.0119117548622823,199
8,62500,0.0590546941139885,0.0204193626402222,204
8,162500,0.0640424151673652,0.016196913075484,217
8,587500,0.0542117908245921,0.0175641225715686,195
8,662500,0.0452733388543681,0.0152215694775604,188
8,1512500,0.0438677119961546,0.0155422399035756,185
8,1087500,0.0412389717109659,0.015625,177
8,1237500,0.0452194391726186,0.0165504155227081,146
8,12500,0.0766743944184505,0.0243600872985386,281
8,712500,0.0523874280422465,0.0161952020010217,205
8,1987500,0.0363502906126289,0.0160226877477786,193
8,87500,0.0596235783284845,0.0208764442986241,210
8,1737500,0.0400741169085102,0.0119580180884802,157
8,462500,0.0574280871426071,0.0164950633578439,170
8,1762500,0.047364071735701,0.0137615144556612,185
8,962500,0.0360911749968403,0.0149942377483482,183
8,1587500,0.0373899241047289,0.00984222641208296,178
8,187500,0.0571651026936589,0.0181759201006607,221
8,1887500,0.0345244903669803,0.0143783777060518,157
8,487500,0.0507302376479764,0.0153360743255376,211
8,887500,0.0388222226710744,0.00840979660547085,170
8,562500,0.0493740567134485,0.0134884613468014,179
8,1112500,0.0357353783673326,0.00911408960162354,180
9,537500,0.0548663753140332,0.013319902263569,206
9,287500,0.0508129455530694,0.0122611420784812,181
9,1612500,0.0389286114003683,0.0101405449164405,204
9,37500,0.0551663383640207,0.013496562822844,214
9,1337500,0.0450829285996551,0.0131377195325855,159
9,1162500,0.0413391766153108,0.011135938560339,175
9,1562500,0.0367786153279618,0.0110885870791594,160
9,1387500,0.0546901931965779,0.0162324958203399,185
9,1862500,0.0421038078122687,0.00960289873884371,176
9,1687500,0.0442524933829057,0.014432205518511,192
9,1737500,0.0450909462084555,0.0148897380833437,179
9,1837500,0.0427641255695537,0.0148252972812608,188
9,812500,0.0419927115781036,0.0107284014503168,176
9,1237500,0.0406094106089284,0.0116080511244144,187
9,162500,0.049249784292969,0.0114217827077356,202
9,1937500,0.0490751572806345,0.0120504625177523,201
9,1137500,0.0469085453693203,0.0159597542578885,165
9,1887500,0.044915712436043,0.0168740715157884,181
9,312500,0.0585948396411728,0.0141316719762059,218
9,562500,0.054116446609531,0.016522727032323,182
9,112500,0.0627178477368237,0.0172737471282335,225
9,1212500,0.0405000466406279,0.0144329813315236,176
9,1412500,0.0385022911386143,0.0149027548704215,161
9,462500,0.0323271489149777,0.0106051052903286,180
9,912500,0.0421143219880218,0.0137965059181199,218
9,1462500,0.0437632462212343,0.0115803066800943,172
9,737500,0.0443870814343228,0.0130210361748768,185
9,1537500,0.0391764061276379,0.0134245053550495,184
9,1287500,0.0362425254009469,0.0114547035336331,181
9,137500,0.061702169626448,0.0113180500567705,194
9,1062500,0.0386023043544624,0.013663770440672,228
9,687500,0.0404515688491161,0.0146252357323701,173
9,212500,0.0495564235947156,0.0125413894962226,170
9,962500,0.0385840101574213,0.0117431264783974,195
9,237500,0.0526889561422768,0.0151873267996521,176
9,1012500,0.0426183845231077,0.0107627771290886,193
9,787500,0.052295670535138,0.0148674760636255,156
9,12500,0.0751442733198025,0.0171781746538814,322
9,337500,0.0523896687854449,0.0144512468319891,212
9,862500,0.0382452315494654,0.0115538535769569,173
9,87500,0.0583253956367079,0.00999049347506699,185
9,1637500,0.055549918833619,0.0150617208594003,164
9,487500,0.0555609227789043,0.0140082410536375,193
9,1087500,0.043041897784931,0.0107261269093135,192
9,1812500,0.0532986447466133,0.0152076189911946,173
9,1262500,0.0462590178085386,0.0154352559069754,161
9,1487500,0.0487341785868736,0.00869442117344855,154
9,887500,0.0442815776335524,0.0113400054755581,180
9,587500,0.0469906822388309,0.0142561883605907,176
9,1112500,0.0528746597727396,0.0107533094123132,191
9,1987500,0.042961115006183,0.00982528799210127,162
9,637500,0.0422810799794777,0.0150986046433881,194
9,362500,0.0380357036007608,0.00907328337399789,203
9,1362500,0.0383186628534093,0.00960769845661936,169
9,937500,0.041266924626007,0.0107289137882214,182
9,1662500,0.0430831744493828,0.0127272622287577,193
9,762500,0.0308504915038761,0.0093222262631777,190
9,1312500,0.0411074069145648,0.0133161843107619,153
9,412500,0.0300585340830003,0.0119964376291497,197
9,262500,0.0457899977420322,0.0146017838593985,203
9,437500,0.0393295175844142,0.013909634742171,165
9,1187500,0.0434007037417632,0.0169164405980688,194
9,187500,0.0576767563503592,0.0143651952715149,223
9,1787500,0.0351783189593939,0.0128543844860775,194
9,712500,0.0585992324713482,0.0145503493099101,167
9,62500,0.0475136509648021,0.0151560901394955,187
9,612500,0.0472466641253631,0.0098622751276951,182
9,1587500,0.0374844359308441,0.0105143467643468,183
9,1762500,0.0396739811886435,0.00980320335653163,197
9,1037500,0.0477679236728525,0.0157780246952221,195
9,387500,0.0581992331191199,0.0123247677500733,184
9,1712500,0.0483313637022109,0.0106443735379072,191
9,662500,0.0414719864362237,0.0115222827132307,197
9,1962500,0.0475803288165332,0.0159658411507838,172
9,1437500,0.0386415910008247,0.0137373894758502,166
9,837500,0.0516316874461037,0.0119333063108007,185
9,987500,0.0453254653277601,0.0134099291581157,170
9,512500,0.0514583497462569,0.013538195056011,204
9,1912500,0.0429729096844028,0.0120922346377679,226
9,1512500,0.0316769842691022,0.0126681525882575,185
